"id","departamento","grupo","descricao","precounitario","code"
1750,"frios e laticínios","derivados de queijo","queijo provoleta polengui selection 275g","37.41","fldq035"
1751,"frios e laticínios","queijos","queijo provolone fresco defumado fracionado pedaços santa clara 250g","25.47","flq014"
1752,"frios e laticínios","queijos","queijo provolone parmíssimo fresco defumado 220g","24.90","flq019"
1753,"frios e laticínios","queijos","queijo provolone parmíssimo fresco defumado 295g","33.90","flq005"
1754,"frios e laticínios","queijos","queijo ralado gran parmíssimo zero lactose 100g","17.90","flq020"
1755,"frios e laticínios","queijos","queijo ralado parmesão kunzler pote 70g","10.50","flq016"
1756,"frios e laticínios","queijos","queijo ralado parmesão parmíssimo 500g","64.95","flq017"
1757,"frios e laticínios","queijos","queijo ralado parmezzo 40g","4.99","flq022"
1758,"frios e laticínios","queijos","queijo ralado tradicional kunzler 50g","5.99","flq025"
1759,"congelados","hamburguer","queijo sandwich-in polengui prato 144g","14.50","ch024"
1760,"frios e laticínios","derivados de queijo","queijo santa clara temper cheese ervas finas 150g","8.15","fldq057"
1761,"frios e laticínios","derivados de queijo","queijo santa clara temper cheese provolone 150g","8.15","fldq037"
1762,"frios e laticínios","derivados de queijo","queijo santa clara temper cheese salmão 150g","8.15","fldq046"
1763,"frios e laticínios","derivados de queijo","queijo santa clara temper cheese tradicional 150g","8.15","fldq038"
1764,"frios e laticínios","queijos","queijo são vicente brie 125g","18.90","flq018"
1765,"frios e laticínios","queijos","queijo são vicente cun camembert 125g","19.49","flq013"
1766,"frios e laticínios","queijos","queijo tofu samurai natural 300g","19.90","flq002"
1767,"bebidas","vinhos","quentão beltrame sem álcool 1 litro","16.29","bv070"
1768,"padaria","doces e tortas","quindão nova vida 500g","24.95","pdt018"
1769,"congelados","sucos e sobremesas","quindim com nozes zero açucar congelado doce amor 1 unidade","21.49","css010"
1770,"padaria","doces e tortas","quindim festa nova vida 130g com 10 unidades","14.50","pdt013"
1771,"padaria","doces e tortas","quindim nova vida 110g com 2 unidades","6.90","pdt003"
1772,"mercearia","grãos e farináceos","quinoa branca orgânica vapza 250g","9.99","mgf012"
1773,"pets","cães","ração adulto champ carne e cereal 900g","24.95","pc018"
1774,"pets","cães","ração bravo cordeiro & arroz 1kg","20.90","pc026"
1775,"pets","cães","ração bravo frango legumes 1kg","20.90","pc003"
1776,"pets","cães","ração bravo raças pequenas 1kg","20.90","pc033"
1777,"pets","cães","ração dog chow adultos carne ao molho 100g","3.30","pc041"
1778,"pets","cães","ração dog chow adultos cordeiro 100g","3.30","pc056"
1779,"pets","cães","ração dog chow adultos pequenos extras life 1kg","28.90","pc048"
1780,"pets","cães","ração dog chow adultos, médios e grande 1kg","29.95","pc045"
1781,"pets","cães","ração dog chow filhotes raças pequenas 1kg","28.90","pc047"
1782,"pets","gatos","ração friskies atum 1kg","32.90","pg024"
1783,"pets","gatos","ração friskies atum ao molho 85g","3.50","pg019"
1784,"pets","gatos","ração friskies carne ao molho 85g","3.50","pg038"
1785,"pets","gatos","ração friskies carne ao molho filhotes 85g","3.50","pg011"
1786,"pets","gatos","ração friskies cordeiro ao molho 85g","3.50","pg015"
1787,"pets","gatos","ração friskies filhotes 1kg","33.95","pg021"
1788,"pets","gatos","ração friskies filhotes peixe 85g","3.50","pg023"
1789,"pets","gatos","ração friskies frango ao molho 85g","3.50","pg020"
1790,"pets","gatos","ração friskies frango e fígado 85g","3.30","pg025"
1791,"pets","cães","ração friskies megamix 1kg","33.95","pc052"
1792,"pets","gatos","ração friskies mix de carnes 1kg","33.95","pg009"
1793,"pets","gatos","ração friskies mix de carnes ao molho 85g","3.50","pg030"
1794,"pets","gatos","ração friskies mix de peixes ao molho 85g","3.30","pg022"
1795,"pets","gatos","ração friskies peixe branco 85g","3.50","pg012"
1796,"pets","gatos","ração friskies peixe com frutos do mar 500g","33.95","pg004"
1797,"pets","gatos","ração friskies peru ao molho 85g","3.50","pg010"
1798,"pets","gatos","ração friskies sardinha ao molho 85g","3.30","pg031"
1799,"pets","gatos","ração leroy buffet mix 500g","12.50","pg008"
1800,"pets","cães","ração nhock classic 1kg","16.20","pc032"
1801,"pets","cães","ração pedigree adulto 7 anos carne ao molho 100g","3.99","pc043"
1802,"pets","cães","ração pedigree adulto carne ao molho 100g","3.99","pc035"
1803,"pets","cães","ração pedigree adulto carne ao molho lata 290g","16.50","pc023"
1804,"pets","cães","ração pedigree adulto frango ao molho 100g","3.99","pc058"
1805,"pets","cães","ração pedigree adulto patê de carne 280g","16.50","pc046"
1806,"pets","cães","ração pedigree adulto patê de frango 280g","16.50","pc009"
1807,"pets","cães","ração pedigree adulto raças pequenas a partir 10 meses com proteína de carne 1kg","31.00","pc008"
1808,"pets","cães","ração pedigree adulto raças pequenas carne ao molho 100g","3.99","pc038"
1809,"pets","cães","ração pedigree adulto raças pequenas cordeiro ao molho 100g","3.99","pc040"
1810,"pets","cães","ração pedigree carne e vegetais adulto 1kg","31.00","pc004"
1811,"pets","cães","ração pedigree equilíbrio natural junior 1kg","43.90","pc005"
1812,"pets","cães","ração pedigree equilíbrio natural para cães adultos de raças pequenas 1kg","43.90","pc006"
1813,"pets","cães","ração pedigree filhotes carne ao molho 100g","3.99","pc057"
1814,"pets","cães","ração pedigree filhotes frango ao molho 100g","3.99","pc055"
1815,"pets","cães","ração pedigree filhotes raças pequenas 900g","38.50","pc007"
1816,"pets","cães","ração pedigree nutrição essencial seca adulto sabor carne 900g","24.90","pc025"
1817,"pets","cães","ração pedigree seca adulto raças pequenas sabor carne e vegetais 900g","38.50","pc001"
1818,"pets","cães","ração pedigree seca adulto sabor carne e vegetais 900g","38.50","pc017"
1819,"pets","cães","ração pedigree seca adulto sabor carne, frango e cereais 1kg","38.50","pc016"
1820,"pets","cães","ração pedigree seca filhote sabor carne, frango e cereais 900g","31.00","pc042"
1821,"pets","cães","ração sapeca filhotes puppies 1kg","18.30","pc031"
1822,"pets","cães","ração sapeca raça pequena 1kg","17.70","pc027"
1823,"pets","gatos","ração whiskas carne castrados 1kg","29.90","pg033"
1824,"pets","gatos","ração whiskas carne e leite para gatos filhotes 900g","43.90","pg001"
1825,"pets","gatos","ração whiskas cordeiro ao molho 1 ano 85g","3.99","pg039"
1826,"pets","gatos","ração whiskas filhotes carne ao molho 85g","3.99","pg036"
1827,"pets","gatos","ração whiskas filhotes carne leite 1kg","29.90","pg034"
1828,"pets","gatos","ração whiskas frango e leite 1kg","29.90","pg028"
1829,"pets","gatos","ração whiskas melhor por natureza para gatos adultos sabor frango 900g","43.90","pg006"
1830,"pets","gatos","ração whiskas melhor por natureza sabor salmão para gatos adultos 900g","43.90","pg016"
1831,"pets","gatos","ração whiskas patê de peixe lata 290g","15.60","pg032"
1832,"pets","gatos","ração whiskas peixe 1kg","29.90","pg027"
1833,"pets","gatos","ração whiskas sabor carne 85g","3.99","pg037"
1834,"pets","gatos","ração whiskas sabor carne ao molho lata 290g","15.60","pg005"
1835,"limpeza","casa","raid proteção pastilhas refil 12 horas prot pastilha ref 12h 12unidades","8.79","lc010"
1836,"mercearia","doces e sobremesas","rapadura de melado dacolonia 400g","12.99","mds034"
1837,"mercearia","doces e sobremesas","rapadura doce de coco dacolonia 160g","6.80","mds008"
1838,"mercearia","temperos e condimentos","realçador de sabor aji-nomoto 100g","10.95","mtc029"
1839,"bebidas","sucos e refrescos","refresco em pó clight morango 8g","1.99","bsr038"
1840,"bebidas","sucos e refrescos","refresco em pó frisco abacaxi 25g","0.99","bsr001"
1841,"bebidas","sucos e refrescos","refresco em pó sabor abacaxi frisco 25g","0.99","bsr005"
1842,"bebidas","sucos e refrescos","refresco em pó sabor maracujá mid zero 8g","1.39","bsr026"
1843,"bebidas","sucos e refrescos","refresco em pó sabor maracujá tang 18g","1.69","bsr016"
1844,"bebidas","sucos e refrescos","refresco em pó sabor morango tang 18g","1.69","bsr033"
1845,"bebidas","sucos e refrescos","refresco em pó sabor tangerina clight 8g","1.99","bsr039"
1846,"bebidas","sucos e refrescos","refresco em pó sabor uva mid zero 8g","1.45","bsr027"
1847,"bebidas","sucos e refrescos","refresco em pó sabor uva tang 18g","1.69","bsr034"
1848,"bebidas","sucos e refrescos","refresco em pó sabor uva trink 25g","1.10","bsr018"
1849,"bebidas","sucos e refrescos","refresco em pó tang tangerina 18g","1.69","bsr025"
1850,"bebidas","refrigerantes","refrigerante coca cola 2 litros","9.49","br016"
1851,"bebidas","refrigerantes","refrigerante coca cola café espresso 220ml","2.49","br035"
1852,"bebidas","refrigerantes","refrigerante coca cola sem açucar 220ml","2.49","br031"
1853,"bebidas","refrigerantes","refrigerante fanta guaraná pet 200ml","1.79","br002"
1854,"bebidas","refrigerantes","refrigerante fanta guaraná zero 350ml","3.89","br001"
1855,"mercearia","alimentos especiais","refrigerante fanta guaraná zero 350ml","3.89","mae031"
1856,"bebidas","refrigerantes","refrigerante fanta laranja pet 200ml","2.49","br003"
1857,"bebidas","refrigerantes","refrigerante fanta uva 350ml","3.89","br023"
1858,"bebidas","refrigerantes","refrigerante fruki água tônica 1,5 litros","6.50","br033"
1859,"bebidas","refrigerantes","refrigerante fruki cola 350ml","2.49","br034"
1860,"bebidas","refrigerantes","refrigerante fruki cola 600ml","3.69","br009"
1861,"bebidas","refrigerantes","refrigerante fruki laranja 350ml","2.49","br012"
1862,"bebidas","refrigerantes","refrigerante fruki laranja 600ml","3.69","br005"
1863,"bebidas","refrigerantes","refrigerante fruki limão 350ml","2.49","br010"
1864,"bebidas","refrigerantes","refrigerante fruki limão 600ml","3.69","br006"
1865,"bebidas","refrigerantes","refrigerante fruki misto citrus 1,5 litros","5.79","br039"
1866,"bebidas","refrigerantes","refrigerante fruki uva 2 litros","5.49","br022"
1867,"bebidas","refrigerantes","refrigerante fruki uva 600ml","3.69","br037"
1868,"bebidas","refrigerantes","refrigerante guaraná antarctica 2 litros","9.50","br030"
1869,"bebidas","refrigerantes","refrigerante guaraná antarctica 350ml","3.65","br008"
1870,"bebidas","refrigerantes","refrigerante guaraná antarctica 600ml","4.99","br036"
1871,"bebidas","refrigerantes","refrigerante guaraná antarctica zero 350ml","3.99","br018"
1872,"bebidas","refrigerantes","refrigerante H2O limão 500ml","4.95","br019"
1873,"bebidas","refrigerantes","refrigerante H2O limoneto 500ml","4.95","br020"
1874,"bebidas","refrigerantes","refrigerante kuat guaraná 2 litros","6.70","br015"
1875,"bebidas","refrigerantes","refrigerante kuat guaraná 350ml","3.89","br025"
1876,"bebidas","refrigerantes","refrigerante pepsi 350ml","3.50","br014"
1877,"bebidas","refrigerantes","refrigerante pepsi pet 600ml","4.99","br011"
1878,"bebidas","águas e energéticos","refrigerante schweppes citrius zero 350ml","3.65","bae031"
1879,"bebidas","refrigerantes","refrigerante schweppes citrius zero 350ml","3.65","br027"
1880,"bebidas","refrigerantes","refrigerante schweppes original 1,5 litros","7.49","br029"
1881,"bebidas","refrigerantes","refrigerante schweppes original citrus 350ml","3.65","br028"
1882,"bebidas","refrigerantes","refrigerante soda 2 litros","8.79","br013"
1883,"bebidas","refrigerantes","refrigerante sprite 350ml","3.89","br032"
1884,"bebidas","refrigerantes","refrigerante sprite lemon fresh 1,5 litros","6.79","br024"
1885,"bebidas","refrigerantes","refrigerante sprite pet 200ml","1.79","br007"
1886,"higiene e beleza","corpo","repelente off family loção 100ml","23.00","hbc019"
1887,"higiene e beleza","corpo","repelente off spray aloe vera 200ml","52.90","hbc016"
1888,"hortifruti","verduras","repolho roxo metade 350g","5.91","hv002"
1889,"hortifruti","verduras","repolho verde 2kg","31.43","hv007"
1890,"hortifruti","verduras","repolho verde metade 900g","12.86","hv008"
1891,"frios e laticínios","derivados de queijo","requeijão cremoso light gran mestri 180g","11.99","fldq020"
1892,"frios e laticínios","derivados de queijo","requeijão cremoso poços de caldas tradicional 400g","17.99","fldq009"
1893,"frios e laticínios","derivados de queijo","requeijão cremoso tradicional gran mestri 180g","11.99","fldq023"
1894,"frios e laticínios","derivados de queijo","requeijão cremoso zero lactose gran mestri 180g","11.99","fldq024"
1895,"mercearia","alimentos especiais","requeijão cremoso zero lactose gran mestri 180g","11.99","mae048"
1896,"frios e laticínios","derivados de queijo","requeijão elegê 200g","8.49","fldq022"
1897,"frios e laticínios","derivados de queijo","requeijão elegê light 200g","8.49","fldq058"
1898,"frios e laticínios","derivados de queijo","requeijão qualy tradicional 200g","9.50","fldq004"
1899,"frios e laticínios","derivados de queijo","requeijão santa clara 180g","6.49","fldq025"
1900,"limpeza","banheiro","resistência tipo ducha corona 250v 2800w/400w","7.20","lb031"
1901,"frios e laticínios","derivados de queijo","ricota santa clara 240g","11.23","fldq027"
1902,"frios e laticínios","derivados de queijo","ricota santa clara zero lactose 230g","13.75","fldq028"
1903,"carnes","bovina","ripa da chuleta bovina 1kg","43.99","cb027"
1904,"limpeza","casa","rodo bettanin vai e vem P","25.49","lc053"
1905,"limpeza","cozinha","rodo bettanin vai e vem P","25.49","lcz037"
1906,"frios e laticínios","massas frescas","rolinho primavera longway queijo 185g","22.90","flmf006"
1907,"congelados","carnes aves e peixes","rolinho primavera taichi 500g","31.90","ccap024"
1908,"hortifruti","verduras","rúcula hidropônica unidade","4.89","hv014"
1909,"bebidas","destilados","rum bacardi big apple 1,48 litros","54.90","bd033"
1910,"bebidas","destilados","rum bacardi limon 980ml","54.90","bd010"
1911,"bebidas","destilados","rum montilla carta ouro 1 litro","44.90","bd038"
1912,"limpeza","cozinha","sabão em barra girando sol azul 200g","3.99","lcz015"
1913,"limpeza","roupas","sabão em barra girando sol azul 200g","3.99","lr011"
1914,"limpeza","cozinha","sabão em barra girando sol coco 400g","5.90","lcz060"
1915,"limpeza","cozinha","sabão em barra girando sol glicerina 200g","4.19","lcz029"
1916,"limpeza","roupas","sabão em barra girando sol glicerina 200g","4.19","lr025"
1917,"limpeza","cozinha","sabão em barra girando sol glicerina 400g","7.50","lcz020"
1918,"limpeza","roupas","sabão em barra girando sol glicerina 400g","7.50","lr019"
1919,"limpeza","cozinha","sabão em barra girando sol neutro 200g","4.19","lcz048"
1920,"limpeza","cozinha","sabão em barra girando sol tradicional 400g","5.90","lcz040"
1921,"limpeza","roupas","sabão em barra girando sol tradicional 400g","5.90","lr039"
1922,"limpeza","cozinha","sabão em barra ypê aloe vera 200g","4.95","lcz076"
1923,"limpeza","cozinha","sabão em barra ypê azul 200g","4.95","lcz077"
1924,"limpeza","cozinha","sabão em barra ypê coco 200g","4.95","lcz078"
1925,"limpeza","cozinha","sabão líquido concentrado girando sol glicerina 2 litros","22.49","lcz026"
1926,"higiene e beleza","corpo","sabonete dove cuida e protege 90g","6.90","hbc009"
1927,"higiene e beleza","corpo","sabonete em barra dove delicious care karité 90g","6.90","hbc029"
1928,"higiene e beleza","bebê e infantil","sabonete em barra johnsons baby 80g","9.50","hbbi014"
1929,"higiene e beleza","corpo","sabonete em barra johnsons baby 80g","9.50","hbc006"
1930,"higiene e beleza","bebê e infantil","sabonete em barra johnsons baby glicerinado com mel e vitamina E 80g","9.50","hbbi029"
1931,"higiene e beleza","corpo","sabonete em barra johnsons baby glicerinado com mel e vitamina E 80g","9.50","hbc020"
1932,"higiene e beleza","bebê e infantil","sabonete em barra turma da mônica extra suave 75g","5.50","hbbi030"
1933,"higiene e beleza","bebê e infantil","sabonete em barra turma da mônica extrato de camomila 75g","5.50","hbbi031"
1934,"higiene e beleza","corpo","sabonete francis cerejeira do oriente 90g","5.50","hbc027"
1935,"higiene e beleza","corpo","sabonete francis rosas de versailles 90g","5.50","hbc002"
1936,"higiene e beleza","higiene","sabonete líquido intimo nivea suave 250ml","28.99","hbh039"
1937,"higiene e beleza","mulher","sabonete líquido íntimo nivea suave 250ml","28.99","hbm029"
1938,"higiene e beleza","corpo","sabonete líquido lux buquê de jasmim refil 200ml","8.99","hbc022"
1939,"higiene e beleza","corpo","sabonete líquido lux rosas francesas 200ml","8.99","hbc037"
1940,"higiene e beleza","corpo","sabonete líquido sensus luxo erva doce 220ml","8.69","hbc031"
1941,"higiene e beleza","corpo","sabonete líquido sensus sedução 200ml","8.69","hbc017"
1942,"higiene e beleza","corpo","sabonete líquido turma da mônica chá de camomila 200ml","24.90","hbc018"
1943,"higiene e beleza","corpo","sabonete líquido turma da mônica extra suave 200ml","24.90","hbc010"
1944,"pets","cães","sabonete pet fine filhotes 80g","13.30","pc002"
1945,"higiene e beleza","corpo","sabonete protex for men 3 em 1 85g","4.90","hbc011"
1946,"limpeza","casa","saco de lixo golden preto 30 litros com 10 unidades","4.50","lc043"
1947,"limpeza","casa","saco de lixo tudo limpo azul 100 litros com 5 unidades","5.50","lc075"
1948,"limpeza","casa","saco de lixo tudo limpo azul 15 litros 20 unidades","4.50","lc044"
1949,"limpeza","casa","saco de lixo tudo limpo azul 50 litros 10 unidades","5.50","lc049"
1950,"mercearia","temperos e condimentos","sal de parrilla bombay 600g","19.90","mtc026"
1951,"carnes","churrasco","sal grosso para churrasco pirata 1kg","3.30","cc020"
1952,"mercearia","temperos e condimentos","sal marinho com moedor bombay 120g","21.90","mtc008"
1953,"carnes","churrasco","sal marinho para churrasco kook com chimichurri 500g","14.65","cc039"
1954,"carnes","churrasco","sal marinho para churrasco kook natural 500g","9.49","cc040"
1955,"mercearia","temperos e condimentos","sal rosa do himalaia fino bombay 500g","12.49","mtc005"
1956,"hortifruti","verduras","salada mista saudável 150g","8.29","hv011"
1957,"hortifruti","verduras","salada tropical saudável 200g","9.79","hv010"
1958,"frios e laticínios","frios","salame italiano defumado ceratti 100g","18.95","flf024"
1959,"frios e laticínios","frios","salame italiano majestade fatiado 150g","16.18","flf027"
1960,"frios e laticínios","frios","salame italiano santa clara 100g","10.19","flf032"
1961,"frios e laticínios","frios","salame milano santa clara 100g","10.19","flf018"
1962,"frios e laticínios","frios","salame tipo hamburguês fatiado sadia 100g","15.50","flf019"
1963,"frios e laticínios","frios","salame ungherese e coppa vito balducci 100g","31.90","flf012"
1964,"padaria","salgados","salgadinho frito mini coxinha de frango 15 unidades 320g","16.97","ps015"
1965,"padaria","salgados","salgadinho frito risoles de carne 15 unidades 420g","22.46","ps014"
1966,"padaria","salgados","salgadinho frito risoles de frango 15 unidades 420g","22.46","ps016"
1967,"padaria","salgados","salgadinhos fritos sortidos 1,5kg","57.50","ps013"
1968,"carnes","peixes e crustáceos","salmão em pedaços com pele temperado komdelli 250g","35.90","cpc026"
1969,"mercearia","temperos e condimentos","salsa desidratada cordeiro 6g","1.80","mtc035"
1970,"hortifruti","verduras","salsa hidropônica unidade","4.89","hv012"
1971,"frios e laticínios","frios","salsicha bock excelsior 260g","12.60","flf014"
1972,"frios e laticínios","frios","salsicha de frango lebon 450g","10.19","flf003"
1973,"frios e laticínios","frios","salsicha de frango light excelsior 320g","10.50","flf006"
1974,"carnes","linguiças e salsichas","salsicha de frango perdigão 500g","15.50","cls025"
1975,"frios e laticínios","frios","salsicha doguinho excelsior 320g","9.70","flf015"
1976,"frios e laticínios","frios","salsicha hot dog excelsior 400g","12.60","flf025"
1977,"carnes","linguiças e salsichas","salsicha hot dog perdigão 500g","12.50","cls026"
1978,"carnes","suinas","salsichão perdigão 700g","21.90","cs030"
1979,"padaria","salgados","sanduiche baguete com salame italiano 225g","15.80","ps002"
1980,"padaria","salgados","sanduiche baguete de presunto e queijo 300g","14.05","ps005"
1981,"frios e laticínios","derivados de queijo","sandwich in polengui cheddar 144g","13.50","fldq056"
1982,"congelados","hamburguer","sandwich-in polengui sabor cheddar light 144g","8.99","ch018"
1983,"congelados","hamburguer","sandwich-in polengui sabor mussarela 144g","14.50","ch022"
1984,"limpeza","cozinha","sapólio radium cremoso multiuso com cloro 250ml","9.65","lcz030"
1985,"limpeza","cozinha","sapólio radium cremoso pinho 300ml","6.99","lcz069"
1986,"limpeza","cozinha","sapólio radium em pó pinho 300g","5.50","lcz070"
1987,"limpeza","banheiro","saponáceo cremoso multiuso citrus font 250ml","6.99","lb014"
1988,"limpeza","banheiro","saponáceo cremoso multiuso com cloro font 250ml","6.99","lb001"
1989,"limpeza","cozinha","saponáceo cremoso multiuso lavanda bom bril sapólio radium frasco 250ml","9.65","lcz031"
1990,"limpeza","banheiro","saponáceo cremoso multiuso lavanda font 250ml","6.99","lb029"
1991,"limpeza","cozinha","saponáceo cremoso radium limão 250ml","9.65","lcz041"
1992,"limpeza","banheiro","saponáceo em pó multiuso com cloro font 300g","4.39","lb021"
1993,"mercearia","conservas e enlatados","sardinhas ao óleo com limão gomes da costa 125g","7.75","mce025"
1994,"mercearia","conservas e enlatados","sardinhas com ervas gomes da costa 125g","7.75","mce036"
1995,"mercearia","conservas e enlatados","sardinhas com molho de tomate gomes da costa 250g","14.50","mce037"
1996,"mercearia","conservas e enlatados","sardinhas em óleo gomes da costa 250g","14.50","mce028"
1997,"limpeza","cozinha","secante abrilhantador jimo 100ml","5.80","lcz032"
1998,"limpeza","cozinha","secante finish abrilhantador para máquina de lavar louça 250ml","47.50","lcz006"
1999,"congelados","legumes","seleta primavera congelada demarchi 300g","8.95","cl003"
2000,"mercearia","alimentos especiais","shake de cookies and cream línea 400g","54.90","mae032"
2001,"mercearia","alimentos especiais","shake línea morango zero açúcar 400g","54.90","mae037"
2002,"higiene e beleza","homem","shampoo anticaspa QOD 220ml","24.90","hbhm019"
2003,"pets","cães","shampoo clareador pet fine 250ml","13.30","pc014"
2004,"higiene e beleza","cabelo","shampoo dove controle de queda 200ml","19.99","hbb021"
2005,"higiene e beleza","cabelo","shampoo dove hidratação intensa com infusão de oxigênio 200ml","19.99","hbb022"
2006,"higiene e beleza","cabelo","shampoo dove óleo nutrição 200ml","19.99","hbb023"
2007,"higiene e beleza","cabelo","shampoo dove reconstrução completa 200ml","19.99","hbb018"
2008,"higiene e beleza","cabelo","shampoo elseve arginina resist fortificante 200ml","20.75","hbb026"
2009,"higiene e beleza","cabelo","shampoo elseve color vive 200ml","20.75","hbb025"
2010,"pets","cães","shampoo filhotes pet fine 250ml","13.30","pc013"
2011,"higiene e beleza","homem","shampoo green coffee QOD 220ml","24.90","hbhm010"
2012,"higiene e beleza","cabelo","shampoo head & shoulders mentol 200ml","24.95","hbb031"
2013,"higiene e beleza","bebê e infantil","shampoo isababy zoo 230ml","22.95","hbbi024"
2014,"higiene e beleza","bebê e infantil","shampoo johnsons baby cabelos cacheados 200ml","22.50","hbbi034"
2015,"higiene e beleza","bebê e infantil","shampoo johnsons baby cabelos claros 200ml","22.50","hbbi022"
2016,"higiene e beleza","bebê e infantil","shampoo johnsons baby cheirinho prolongado 200ml","22.50","hbbi035"
2017,"higiene e beleza","bebê e infantil","shampoo johnsons baby gotas de brilho 200ml","17.95","hbbi015"
2018,"higiene e beleza","bebê e infantil","shampoo nini kids magia do unicórnio 325ml","10.90","hbbi001"
2019,"higiene e beleza","bebê e infantil","shampoo palmolive kids cabelo cacheado 350ml","26.95","hbbi019"
2020,"higiene e beleza","bebê e infantil","shampoo palmolive kids todo tipo de cabelo 350ml","26.95","hbbi018"
2021,"higiene e beleza","cabelo","shampoo palmolive naturals nutri-liss sem sal 350ml","13.95","hbb028"
2022,"higiene e beleza","cabelo","shampoo pantene brilho extremo 200ml","19.90","hbb037"
2023,"higiene e beleza","cabelo","shampoo pantene cachos hidra-vitaminados 175ml","19.90","hbb001"
2024,"higiene e beleza","cabelo","shampoo pantene restauração 175ml","19.90","hbb032"
2025,"higiene e beleza","cabelo","shampoo seda babosa e óleos 325ml","13.50","hbb038"
2026,"higiene e beleza","cabelo","shampoo seda bomba argan 325ml","13.50","hbb036"
2027,"higiene e beleza","cabelo","shampoo tresemmé detox capilar 400ml","25.95","hbb029"
2028,"higiene e beleza","cabelo","shampoo tresemmé hidratação profunda 400ml","25.95","hbb016"
2029,"higiene e beleza","cabelo","shampoo tresemmé transplex regeneração 400ml","25.95","hbb027"
2030,"higiene e beleza","bebê e infantil","shampoo turma da mônica chá de camomila 200ml","21.50","hbbi032"
2031,"higiene e beleza","homem","shampoo whisky QOD 220ml","24.90","hbhm009"
2032,"pets","gatos","sheba carne ao molho 85g","3.99","pg035"
2033,"mercearia","alimentos especiais","snack abobora com coco zero phinus 25g","3.49","mae060"
2034,"mercearia","biscoito e salgadinhos","snack de arroz com pimenta chilli 100g","16.49","mbs033"
2035,"mercearia","biscoito e salgadinhos","snack sabor american barbecue club social 68g","8.50","mbs020"
2036,"carnes","frango","sobrecoxa assa fácil perdigão com alho, cebola e ervas 1,2kg","26.90","cf027"
2037,"carnes","frango","sobrecoxas de frango resfriado agrosul 700g","15.99","cf023"
2038,"carnes","frango","sobrecoxas sem pele resfriado agrosul 700g","16.99","cf018"
2039,"carnes","frango","sobrecoxas temperadas frango fácil sadia 800g","16.99","cf010"
2040,"frios e laticínios","lácteos","sobremesa danette chocolate 180g","7.90","fll051"
2041,"frios e laticínios","lácteos","sobremesa danette chocolate branco 360g","12.95","flla032"
2042,"frios e laticínios","lácteos","sobremesa danette docinho de morango 180g","7.90","flla006"
2043,"frios e laticínios","lácteos","sobremesa danette gold 180g","7.90","fll063"
2044,"hortifruti","legumes","sopa caseira hortigranjeiro chico 700g","9.90","hl029"
2045,"mercearia","sopas e cremes","sopa caseira hortigranjeiro chico 700g","9.90","msc023"
2046,"mercearia","sopas e cremes","sopa creme de cebola menos sódio maggi 61g","6.90","msc024"
2047,"mercearia","sopas e cremes","sopa de carne com conchinhas maggi 63g","5.49","msc017"
2048,"mercearia","sopas e cremes","sopa de cebola maggi 68g","5.49","msc016"
2049,"mercearia","sopas e cremes","sopa de feijão com couve vono 35g","11.00","msc004"
2050,"mercearia","sopas e cremes","sopa de legumes com chia vono 35g","11.00","msc003"
2051,"mercearia","sopas e cremes","sopa individual vono espinafre com queijo 16g","2.90","msc029"
2052,"mercearia","sopas e cremes","sopa individual vono queijo com tomate e manjericão 16g","2.90","msc030"
2053,"mercearia","sopas e cremes","sopa kitano galinha com conchinhas 60g","3.65","msc032"
2054,"mercearia","sopas e cremes","sopa knorr carne com macarrão 73g","5.95","msc033"
2055,"mercearia","sopas e cremes","sopa knorr creme de cebola 60g","9.50","msc031"
2056,"mercearia","sopas e cremes","sopa light saudável 500g","11.99","msc018"
2057,"mercearia","sopas e cremes","sopa maggi creme de cebola 68g","6.90","msc019"
2058,"mercearia","sopas e cremes","sopa maggi galinha com fidelini 60g","4.99","msc008"
2059,"mercearia","sopas e cremes","sopa mosmann bem de casa carne com legumes 40g","7.95","msc026"
2060,"mercearia","sopas e cremes","sopa mosmann bem de casa frango com batata doce 40g","7.95","msc027"
2061,"mercearia","sopas e cremes","sopa sabor abóbora com carne vono 17g","2.90","msc021"
2062,"mercearia","sopas e cremes","sopa sabor aipim com costela vono 18g","2.90","msc007"
2063,"mercearia","sopas e cremes","sopa sabor batata com carne vono 18g","2.90","msc036"
2064,"mercearia","sopas e cremes","sopa sabor caldinho de feijão vono 18g","2.90","msc006"
2065,"mercearia","sopas e cremes","sopa sabor mandioquinha com cebola e salsa vono 18g","2.90","msc035"
2066,"mercearia","sopas e cremes","sopa sabor milho com frango vono 18g","2.90","msc012"
2067,"mercearia","sopas e cremes","sopa sabor peito de frango com queijo vono 18g","2.90","msc014"
2068,"mercearia","sopas e cremes","sopão de carne com legumes maggi 200g","8.30","msc015"
2069,"mercearia","sopas e cremes","sopão de carne kitano 196g","9.20","msc001"
2070,"mercearia","sopas e cremes","sopão de costela com legumes maggi 200g","8.30","msc005"
2071,"mercearia","sopas e cremes","sopão de galinha com legumes maggi 200g","8.30","msc034"
2072,"mercearia","sopas e cremes","sopão de legumes kitano 196g","9.20","msc002"
2073,"mercearia","sopas e cremes","sopão galinha caipira sachê maggi 200g","8.30","msc025"
2074,"mercearia","sopas e cremes","sopão kitano frango 196g","9.20","msc022"
